Rainfall (mm),River Level (m),Soil Moisture (%),Humidity (%),Temperature (°C),Wind Speed (km/h),Flood
143.9,2.71,70.1,44.7,21.0,23.3,0
7.4,2.73,64.6,53.4,24.5,15.9,0
74.9,4.4,39.0,56.6,37.8,3.8,0
141.9,1.58,48.2,57.5,24.0,9.3,0
88.6,2.33,95.9,55.9,27.1,17.2,0
29.9,4.97,76.9,65.6,32.1,4.1,0
54.6,0.67,5.6,54.0,25.3,17.7,0
97.7,1.95,43.3,76.2,32.2,12.6,0
102.6,1.13,49.1,53.0,23.6,21.6,0
87.5,0.62,69.3,63.1,25.3,6.9,0
58.7,2.84,60.8,98.9,24.2,16.2,0
46.7,4.5,73.5,56.9,25.9,9.3,0
107.7,5.65,57.3,49.8,23.1,10.2,0
70.7,2.44,55.6,45.8,33.2,9.7,0
56.1,3.26,63.4,45.4,23.4,12.3,0
27.6,3.31,39.5,50.1,28.2,18.8,0
26.1,2.19,59.4,50.6,28.0,22.4,0
47.8,4.42,84.0,82.1,25.8,17.0,0
78.5,2.25,12.1,18.4,14.2,16.6,0
74.5,4.13,59.0,52.7,28.1,15.5,0
71.3,1.97,5.3,87.1,19.7,14.1,0
53.7,0.77,65.7,51.3,29.0,14.0,0
101.2,0.86,54.0,68.7,29.8,21.7,0
114.9,0.07,68.8,75.2,25.3,15.4,0
19.2,4.4,34.3,28.8,14.9,14.2,0
31.8,4.42,41.2,92.9,17.0,20.7,0
185.8,1.43,71.3,25.7,31.2,15.7,0
45.5,0.9,75.1,36.1,18.6,3.0,0
46.5,1.34,29.3,58.5,29.1,17.5,0
25.6,2.77,41.4,62.4,21.9,14.8,0
103.0,1.1,30.2,82.1,27.1,15.4,0
217.1,3.32,68.6,78.7,25.6,22.0,0
25.7,2.04,58.4,54.1,23.9,19.0,0
107.5,4.13,63.5,76.1,27.6,10.1,0
22.6,3.51,51.1,85.8,30.6,18.2,0
96.7,0.82,7.2,85.4,21.4,24.0,0
23.0,0.61,35.2,68.9,25.8,27.2,0
6.8,2.81,46.6,59.5,21.4,7.5,0
184.4,2.23,25.0,64.0,29.0,10.2,0
35.1,4.41,7.7,100.0,30.0,10.4,0
13.1,3.08,70.0,64.2,22.1,25.4,0
58.8,1.81,34.0,56.6,27.4,19.4,0
79.3,5.02,60.9,59.4,30.5,13.7,0
110.6,1.86,77.9,80.2,21.1,14.8,0
43.6,0.49,39.4,70.0,21.0,13.7,0
41.6,2.19,48.9,83.3,25.8,11.4,0
35.5,1.29,63.7,54.5,18.3,12.5,0
54.5,3.98,44.1,41.5,27.1,18.5,0
85.6,0.81,54.1,78.3,26.6,12.7,0
65.8,3.77,66.5,69.1,31.3,17.7,0
34.4,2.11,14.8,52.5,32.8,17.7,0
52.5,0.12,85.4,85.3,22.1,10.0,0
17.0,3.14,57.8,76.2,25.7,10.3,0
44.6,4.28,55.6,44.8,24.6,15.5,0
39.9,2.65,53.9,61.9,26.7,15.6,0
111.2,2.21,85.1,54.5,18.6,9.7,0
58.8,5.29,25.1,73.4,28.5,23.3,0
45.1,4.3,61.9,59.4,29.2,16.5,0
50.0,3.66,76.0,52.6,23.6,12.0,0
44.6,0.0,75.4,70.1,14.8,7.0,0
20.3,1.45,68.3,87.2,21.9,21.9,0
84.5,2.18,42.8,65.9,22.8,18.3,0
4.2,3.19,64.2,67.6,24.5,15.8,0
34.9,3.84,68.3,50.8,24.1,19.7,0
27.0,0.94,55.1,53.7,17.7,15.5,0
35.6,3.37,39.1,75.0,25.9,8.6,0
83.1,0.75,48.8,66.4,29.1,10.9,0
45.4,3.57,50.7,76.4,22.2,2.0,0
50.5,0.85,35.3,43.5,24.2,20.8,0
79.8,4.36,65.4,84.3,24.8,16.0,0
75.8,2.88,54.5,72.5,31.9,10.2,0
71.9,1.92,85.0,85.8,22.1,17.7,0
51.2,2.96,33.4,64.5,26.5,12.5,0
106.6,1.52,53.6,77.7,27.9,14.5,0
26.3,2.53,77.1,84.9,23.1,8.4,0
45.1,1.0,38.1,93.4,19.9,15.0,0
36.3,2.95,23.8,90.0,24.4,16.6,0
37.9,2.12,61.2,74.1,13.9,19.5,0
23.4,2.19,14.3,68.4,26.3,12.7,0
92.0,2.44,63.0,51.9,20.5,9.7,0
77.3,1.17,10.5,45.0,21.4,12.7,0
44.1,5.62,55.9,32.0,35.5,11.0,0
68.9,2.19,74.6,50.6,26.1,4.0,0
95.9,4.15,49.7,62.6,23.3,13.8,0
139.7,0.75,54.8,34.9,24.0,12.9,0
15.4,0.0,45.2,49.1,28.0,22.4,0
46.4,2.89,81.0,71.5,24.7,16.0,0
114.9,4.1,39.0,54.6,19.3,10.1,0
192.7,4.32,83.6,72.3,24.2,6.8,1
64.5,3.9,60.5,68.8,25.4,14.1,0
90.2,2.18,61.8,69.3,27.8,7.3,0
2.1,3.36,73.8,69.6,30.2,18.6,0
67.0,1.55,36.9,68.9,21.0,8.6,0
42.9,1.58,60.1,68.1,28.4,18.5,0
84.2,2.83,32.5,52.7,24.1,24.7,0
145.4,2.86,87.1,65.4,24.7,23.5,0
50.8,1.7,54.1,82.4,18.7,17.3,0
48.9,2.77,64.9,68.3,17.4,14.6,0
31.9,4.21,96.4,79.6,23.3,11.5,0
4.4,1.17,74.7,85.4,28.0,17.1,0
34.1,3.51,51.7,70.2,23.8,24.2,0
14.3,0.45,100.0,77.1,25.9,4.1,0
15.9,0.0,31.5,69.8,12.1,9.2,0
67.8,2.95,43.5,62.3,26.5,13.2,0
18.2,2.4,57.2,74.0,30.5,14.2,0
54.1,2.67,38.8,70.8,21.5,25.8,0
178.2,2.65,56.8,72.3,27.7,15.6,0
37.7,3.93,36.0,42.8,25.6,16.4,0
16.0,3.3,51.6,51.8,20.6,13.0,0
150.6,3.2,34.2,47.2,23.4,11.6,0
22.7,4.58,31.5,73.1,28.8,25.9,0
35.3,3.85,72.2,77.6,19.5,6.5,0
102.0,2.77,65.9,74.7,31.1,7.3,0
19.6,4.08,36.0,59.7,32.3,26.0,0
32.8,2.09,48.3,77.6,22.2,13.6,0
18.6,2.13,82.2,55.6,26.6,19.8,0
101.0,4.47,55.1,68.1,28.0,11.7,0
17.9,2.16,37.7,74.1,16.6,21.0,0
74.4,3.11,46.7,67.4,26.6,10.3,0
46.9,3.03,50.6,75.5,10.8,8.5,0
31.3,2.73,31.8,63.1,27.5,9.9,0
46.1,5.2,57.0,75.7,18.5,22.7,0
35.7,2.32,60.4,53.7,30.4,16.5,0
26.2,5.16,69.4,53.1,22.0,8.3,0
8.0,0.89,50.9,65.4,22.0,16.3,0
19.3,2.43,37.0,45.8,25.6,9.4,0
58.7,2.14,59.6,87.4,21.5,16.9,0
39.8,3.66,58.9,68.5,21.0,15.2,0
73.3,0.46,35.6,73.3,30.8,15.8,0
54.0,3.07,64.8,61.1,27.4,14.2,0
2.4,3.89,83.8,72.7,30.4,12.8,0
67.8,2.01,79.2,75.3,26.3,17.9,0
16.5,1.57,20.7,64.1,21.5,10.4,0
50.1,1.58,73.4,56.5,26.1,5.1,0
10.9,3.24,50.9,47.9,24.7,21.1,0
98.1,0.12,38.7,80.5,22.7,23.3,0
85.6,0.54,0.0,41.8,30.0,19.2,0
41.4,2.63,62.4,60.4,27.0,20.2,0
83.3,3.38,65.2,50.3,26.4,18.3,0
20.6,2.91,40.2,59.3,22.9,15.4,0
29.3,3.4,31.7,64.0,29.6,10.3,0
96.2,0.93,43.6,64.8,23.0,8.7,0
1.1,0.0,63.7,66.7,27.4,22.1,0
42.7,3.82,76.0,52.9,30.2,8.3,0
64.2,0.6,33.2,75.0,25.4,8.7,0
33.7,3.27,40.8,47.3,29.2,9.6,0
114.8,0.0,35.6,53.5,28.6,12.4,0
137.3,3.52,48.0,63.7,18.9,9.7,0
67.7,2.5,40.7,98.4,28.0,10.0,0
16.7,4.06,35.5,72.3,21.5,20.7,0
84.4,3.69,79.5,40.8,26.7,12.1,0
172.6,1.98,14.9,70.7,29.0,23.0,0
52.0,1.68,27.8,63.9,28.2,18.1,0
44.4,2.97,47.7,58.9,24.9,16.7,0
21.9,1.75,63.1,56.7,24.0,14.5,0
61.7,0.0,70.4,68.1,32.2,13.4,0
45.5,2.08,46.6,61.4,33.8,20.7,0
3.6,1.21,60.2,74.5,27.0,5.4,0
80.7,1.7,11.8,45.4,14.7,25.0,0
14.8,2.95,32.3,46.9,18.6,15.3,0
192.6,4.36,34.1,68.0,23.3,24.0,0
54.6,5.26,69.3,69.1,29.6,19.1,0
41.5,3.23,58.3,78.2,25.3,8.8,0
52.8,1.61,49.8,51.8,33.3,11.6,0
50.3,3.95,50.3,52.0,27.6,18.6,0
35.8,0.23,42.5,43.0,28.5,16.7,0
9.8,1.46,51.9,66.3,16.2,14.9,0
116.6,2.16,50.1,47.7,25.2,8.1,0
52.2,0.0,38.3,73.8,27.7,19.4,0
101.7,2.87,37.7,80.2,24.2,7.9,0
11.3,1.27,51.2,87.8,21.9,18.0,0
25.2,2.87,32.3,48.7,26.8,17.5,0
33.3,2.1,62.3,74.9,22.6,0.0,0
17.1,1.24,37.1,97.4,23.5,20.3,0
80.6,1.0,15.3,59.5,23.2,17.6,0
40.2,2.43,45.3,72.8,29.8,17.4,0
60.5,3.59,65.9,55.8,31.4,16.6,0
28.8,3.54,63.8,50.8,30.4,7.3,0
104.8,2.94,30.2,60.4,11.6,12.3,0
87.5,3.36,35.4,65.7,24.0,19.3,0
78.8,2.61,64.8,68.6,28.4,16.7,0
54.6,1.51,56.5,70.1,24.1,19.6,0
116.6,4.61,39.2,81.7,27.2,5.1,0
88.2,1.52,27.9,66.3,24.5,8.7,0
46.6,4.86,59.5,52.1,21.6,30.2,0
31.4,3.45,16.7,66.5,28.6,13.6,0
40.1,2.12,4.9,51.3,20.4,17.1,0
70.0,0.57,74.7,100.0,22.9,18.1,0
11.2,3.01,43.2,49.4,25.9,15.8,0
24.2,2.43,48.1,84.7,19.1,15.7,0
115.4,4.32,54.3,72.9,25.5,15.9,0
98.0,0.94,64.7,62.5,24.7,16.7,0
40.3,4.09,38.6,87.7,22.7,9.8,0
279.3,4.71,52.2,57.3,24.3,18.0,0
84.8,1.42,52.3,53.6,23.5,18.7,0
52.6,3.61,46.8,54.7,20.6,14.7,0
99.3,4.61,22.3,81.5,22.7,9.5,0
30.2,4.54,54.6,64.9,25.1,7.4,0
26.3,4.08,59.8,86.8,31.3,16.0,0
45.2,5.08,51.0,67.1,20.9,9.4,0
50.7,2.6,39.7,89.7,21.7,18.2,0
26.3,2.43,58.0,62.5,23.5,10.4,0
126.4,4.85,61.7,76.5,32.3,8.4,0
37.3,0.0,65.1,56.7,21.1,16.9,0
8.6,2.07,79.0,55.6,17.8,19.7,0
54.7,1.28,57.8,75.1,27.1,22.1,0
42.5,2.56,58.7,73.4,25.8,19.2,0
91.6,3.13,36.0,71.5,24.9,12.6,0
30.5,3.38,22.7,57.1,25.0,14.6,0
81.1,2.62,67.9,75.1,18.6,8.0,0
61.0,2.76,72.1,65.2,26.3,12.9,0
103.4,3.95,73.5,58.4,31.0,19.7,0
54.3,1.64,38.3,70.1,29.7,15.1,0
25.1,1.98,41.4,60.9,28.8,17.8,0
63.3,1.13,25.5,72.2,34.9,8.5,0
19.3,2.48,16.5,50.8,22.4,5.7,0
5.1,0.07,45.0,59.9,23.5,13.7,0
26.9,4.45,75.3,71.2,20.3,11.6,0
108.1,3.69,44.7,44.8,33.9,14.3,0
161.7,1.03,83.9,66.9,25.4,16.9,0
11.0,4.35,53.9,43.5,27.9,18.5,0
95.6,2.1,39.0,73.1,24.8,12.2,0
144.1,1.45,50.9,74.0,20.8,16.8,0
18.7,3.06,69.3,35.8,22.2,12.4,0
127.2,0.02,69.8,60.0,22.4,13.4,0
15.2,1.98,64.3,52.1,19.0,18.2,0
45.4,3.06,17.2,79.2,15.3,8.2,0
66.4,5.17,45.7,38.3,26.6,20.4,0
20.3,0.59,54.3,36.0,27.0,5.9,0
122.1,0.71,54.7,84.0,28.7,15.8,0
49.1,2.14,54.7,70.4,29.4,23.9,0
89.6,2.01,55.1,78.7,21.1,10.2,0
21.4,3.68,45.2,69.7,33.8,12.2,0
168.1,4.78,29.3,85.0,28.6,15.6,0
72.4,4.04,41.7,42.8,26.1,9.9,0
70.2,1.84,42.6,43.0,27.4,14.5,0
65.6,4.68,48.0,72.8,18.0,18.8,0
70.9,2.38,80.2,58.2,23.6,13.5,0
83.6,3.28,46.3,70.9,29.6,5.6,0
37.4,3.13,33.7,71.1,20.3,18.0,0
14.3,3.17,80.6,86.9,23.4,12.0,0
15.0,3.81,16.7,74.1,20.6,27.0,0
52.4,3.71,24.6,64.6,32.8,22.4,0
147.1,3.59,62.7,77.4,34.3,13.5,0
45.2,1.71,8.9,50.7,21.6,17.5,0
111.9,1.2,34.2,33.2,34.9,10.5,0
46.7,3.62,42.6,64.7,22.5,19.7,0
135.7,3.0,37.0,97.5,24.9,17.2,0
69.7,3.82,32.9,74.9,23.9,21.0,0
62.4,1.81,52.2,43.1,28.5,9.5,0
104.6,3.61,51.1,66.5,15.1,13.9,0
69.1,2.05,37.6,98.8,33.1,24.6,0
81.0,1.95,23.7,63.9,24.1,23.8,0
51.6,4.26,44.4,61.6,20.0,12.5,0
65.5,4.15,40.3,49.5,21.1,8.5,0
16.4,2.83,55.0,61.4,20.7,14.4,0
121.0,1.98,40.0,44.6,21.2,12.4,0
123.7,2.38,44.2,57.2,31.1,17.8,0
39.0,2.72,66.1,96.4,19.4,17.9,0
48.0,1.92,77.7,45.2,21.3,11.1,0
165.5,2.98,54.9,72.3,27.3,11.3,0
39.9,1.74,23.4,95.2,32.7,11.3,0
87.2,4.83,24.8,70.6,22.6,12.9,0
59.4,0.0,71.8,82.7,27.1,15.8,0
12.0,1.55,54.5,53.7,31.4,13.4,0
71.7,3.66,44.9,51.9,29.5,7.7,0
119.0,4.87,69.4,66.4,27.2,19.5,0
43.2,1.6,94.3,53.7,34.5,8.2,0
17.2,2.15,39.8,56.0,26.6,14.1,0
92.5,3.19,64.6,70.0,29.4,11.0,0
12.6,3.25,65.3,85.2,19.8,20.3,0
13.5,2.7,22.8,63.0,14.6,18.7,0
171.2,3.67,50.3,76.0,25.4,13.3,0
106.6,2.94,54.3,93.6,32.7,22.2,0
54.1,2.97,63.6,31.2,26.6,20.6,0
73.3,4.85,50.9,72.4,25.7,9.1,0
22.7,2.25,40.3,38.9,21.3,16.6,0
58.7,2.14,35.2,57.1,22.6,14.0,0
19.0,2.04,38.6,82.0,27.3,12.1,0
18.5,1.62,42.9,85.6,29.1,9.5,0
95.8,2.33,51.3,55.3,38.6,19.3,0
35.3,1.58,78.8,52.5,21.7,18.2,0
30.7,3.19,84.6,67.5,24.1,12.9,0
68.3,3.21,79.1,94.1,24.2,11.6,0
29.7,2.86,32.2,72.2,32.1,12.5,0
42.3,3.1,94.0,83.4,23.1,11.7,0
154.9,3.72,59.5,71.2,13.8,19.2,0
13.4,0.96,26.5,40.7,29.1,11.6,0
138.6,2.91,44.3,76.1,15.6,16.3,0
296.4,4.91,66.3,55.2,29.6,10.2,0
14.4,1.7,51.4,60.6,8.8,14.4,0
16.7,6.26,34.1,41.6,29.3,6.2,0
77.8,2.05,49.4,54.0,25.3,19.9,0
55.1,2.87,52.7,63.0,29.2,9.2,0
26.3,2.94,50.0,43.6,18.6,8.3,0
121.6,0.35,41.9,39.2,30.0,19.3,0
37.6,1.3,37.3,80.4,25.8,9.8,0
62.0,3.49,46.6,59.4,24.8,16.1,0
85.5,2.15,55.9,62.8,17.2,18.6,0
72.9,1.2,68.7,65.4,29.2,14.8,0
51.1,4.32,85.1,51.9,25.8,14.8,0
88.4,2.96,64.2,90.0,21.6,11.9,0
11.5,2.29,56.7,78.6,28.0,14.0,0
106.2,5.93,51.2,81.6,19.0,21.5,0
39.9,1.0,49.8,78.1,32.7,11.4,0
80.9,0.95,43.2,81.4,21.8,12.2,0
49.4,1.9,58.1,79.7,26.8,10.3,0
30.8,2.92,11.5,63.6,23.7,25.2,0
46.5,3.18,66.3,58.4,19.8,10.5,0
63.4,1.41,43.1,49.5,24.3,13.3,0
71.2,0.41,32.1,55.3,27.2,6.1,0
64.3,3.38,42.2,78.8,24.7,18.3,0
28.9,1.84,35.2,49.9,24.1,25.2,0
20.7,2.51,99.3,77.0,32.0,11.5,0
22.6,2.63,41.9,67.0,22.3,7.2,0
42.0,3.93,54.0,65.7,33.1,7.5,0
80.1,1.73,33.5,62.5,26.0,23.6,0
84.0,4.88,68.8,32.2,25.6,3.2,0
32.2,2.28,25.7,52.3,25.6,7.0,0
51.3,0.49,69.9,61.8,24.3,24.1,0
12.7,0.99,56.8,63.0,22.5,20.1,0
37.5,0.92,56.8,72.8,30.7,9.5,0
32.0,1.41,61.4,72.7,17.6,14.3,0
25.8,2.89,44.6,44.9,15.9,23.7,0
55.6,4.01,63.7,43.4,30.1,11.3,0
158.4,0.0,43.8,76.1,15.9,18.4,0
53.5,3.84,37.7,53.6,38.4,15.7,0
111.7,4.62,32.2,82.8,27.6,2.2,0
95.8,5.58,70.9,62.5,33.1,23.0,1
33.4,3.13,73.2,80.9,29.2,13.8,0
88.9,0.0,92.4,59.7,20.5,7.9,0
164.5,0.48,44.8,63.3,22.0,20.9,0
16.9,3.84,41.1,77.2,12.3,6.5,0
95.7,2.64,38.8,46.1,30.4,14.9,0
48.4,1.55,19.2,55.3,27.8,10.3,0
29.1,0.26,56.8,93.4,33.5,15.9,0
68.1,0.89,53.9,58.5,20.2,15.7,0
69.4,3.29,42.1,62.7,28.0,13.6,0
220.2,3.22,75.1,65.2,32.7,18.6,0
30.1,3.95,32.3,74.8,21.4,23.3,0
53.4,4.48,29.3,75.5,29.9,10.7,0
52.6,1.18,66.4,59.6,26.0,12.4,0
29.9,3.88,69.8,71.3,22.7,10.1,0
23.0,1.39,39.4,53.6,25.2,14.4,0
36.8,2.31,0.0,70.2,29.8,17.4,0
47.1,1.4,45.2,56.4,24.9,25.8,0
21.7,3.66,36.1,85.0,20.7,12.7,0
99.5,1.63,92.9,94.2,19.3,14.7,0
74.5,3.47,77.4,37.2,24.7,18.5,0
17.3,3.22,43.9,93.0,25.4,16.9,0
36.3,4.21,51.7,62.0,25.9,17.0,0
56.5,3.38,64.9,80.1,17.6,24.4,0
85.4,5.3,53.0,79.2,21.7,19.3,0
47.4,1.54,48.6,39.7,21.8,19.5,0
82.0,3.69,70.0,60.8,31.7,10.8,0
65.3,3.1,76.1,43.2,15.0,18.7,0
88.9,1.37,79.3,43.6,22.8,8.2,0
26.7,3.94,63.0,86.6,26.2,15.1,0
76.2,3.78,63.7,77.6,19.8,11.3,0
48.6,1.53,62.9,39.4,26.1,14.3,0
109.5,0.0,48.7,42.7,20.0,17.9,0
26.2,2.34,57.1,79.9,28.0,11.3,0
66.2,1.47,38.3,79.8,28.0,9.3,0
53.7,2.74,21.7,71.4,22.7,16.5,0
44.8,2.52,54.7,65.6,29.5,21.0,0
37.7,5.17,81.1,53.7,22.5,26.2,0
40.0,1.39,42.4,61.2,21.1,17.1,0
150.9,3.39,60.5,71.3,30.6,15.8,0
43.8,0.47,32.3,63.5,31.1,10.5,0
143.5,1.03,66.7,65.6,26.4,9.0,0
44.8,1.84,44.3,99.7,26.8,22.7,0
58.0,1.23,77.5,59.6,30.3,14.2,0
51.1,3.15,36.5,45.4,26.0,14.1,0
149.1,2.46,83.8,67.4,24.7,24.2,0
92.0,3.74,71.0,64.4,26.1,17.2,0
34.9,0.96,37.4,59.2,22.0,21.0,0
13.3,2.77,37.1,58.0,24.8,14.7,0
35.6,1.38,39.0,48.3,21.3,18.5,0
123.3,4.41,75.9,67.6,25.6,17.9,1
18.5,0.96,21.0,83.2,19.7,13.8,0
14.0,0.0,57.8,68.4,29.8,18.2,0
29.4,1.62,17.6,58.5,23.0,15.1,0
21.5,0.82,21.1,56.6,25.5,14.9,0
24.7,2.71,17.7,64.1,22.6,13.9,0
7.9,3.37,37.5,73.9,28.9,10.5,0
58.8,3.59,29.2,70.1,25.7,21.0,0
67.6,0.0,31.5,68.3,27.0,8.7,0
43.6,3.58,33.7,47.3,22.2,14.3,0
13.5,2.84,47.4,86.5,25.6,16.4,0
29.6,3.55,34.0,61.9,32.4,0.9,0
66.1,3.82,32.7,93.9,21.6,10.6,0
72.7,1.57,96.3,73.6,19.1,26.6,0
8.3,1.14,40.1,34.1,21.1,18.2,0
52.3,2.99,9.3,41.5,40.7,17.8,0
27.6,3.95,68.2,72.3,19.8,20.2,0
49.7,0.62,41.9,51.9,29.3,17.1,0
14.7,2.59,32.7,59.1,27.8,21.3,0
9.9,1.72,30.8,58.8,23.6,16.8,0
42.8,1.72,61.2,17.9,21.1,10.3,0
45.9,1.92,55.9,68.1,31.5,21.7,0
23.7,3.48,38.4,69.8,20.3,10.5,0
135.3,3.37,55.0,97.5,23.1,12.9,0
26.9,1.17,54.4,59.3,27.7,14.6,0
26.5,0.44,56.5,62.6,16.3,11.3,0
51.0,4.11,31.0,60.1,26.6,10.6,0
46.1,3.7,65.6,100.0,25.5,14.3,0
27.0,4.36,32.3,68.5,17.3,10.3,0
67.2,3.32,51.0,57.6,29.1,17.4,0
66.9,4.5,42.7,65.3,22.4,13.4,0
51.8,0.0,51.0,60.9,31.5,9.8,0
58.4,2.33,75.1,60.5,26.3,16.7,0
48.5,1.46,52.6,55.1,20.3,13.8,0
46.3,5.48,69.2,77.6,22.7,18.8,0
14.9,0.7,54.0,58.3,25.2,18.9,0
53.9,0.49,87.7,60.1,23.2,15.6,0
93.2,1.56,59.8,65.2,23.4,31.0,0
58.5,1.71,21.6,66.1,25.4,18.9,0
39.2,1.94,31.3,84.2,24.9,19.0,0
90.3,3.86,35.6,60.1,21.0,9.2,0
58.5,4.72,44.1,65.1,30.4,10.4,0
26.7,3.96,36.9,54.9,25.2,18.3,0
90.1,6.22,21.5,67.3,28.2,12.5,0
33.4,4.43,48.8,66.9,27.3,22.0,0
19.3,1.55,7.1,61.4,27.2,11.1,0
24.0,2.33,84.6,59.1,23.6,7.1,0
30.9,3.69,48.3,28.0,26.5,6.0,0
14.2,0.77,82.5,48.0,20.3,23.2,0
116.6,2.03,30.9,50.7,25.7,17.9,0
9.4,3.48,47.8,77.1,20.5,18.5,0
73.2,5.37,69.5,56.7,22.9,12.9,0
60.6,2.55,88.2,87.2,26.9,5.4,0
57.8,2.79,61.5,64.8,30.6,10.4,0
66.7,3.27,24.9,70.9,27.0,10.8,0
42.3,0.0,49.6,71.1,23.3,9.3,0
73.4,1.96,27.1,46.9,21.8,13.0,0
45.3,1.22,69.1,69.5,26.1,9.9,0
36.1,3.67,60.0,43.4,21.0,16.6,0
15.8,1.84,70.7,79.4,23.0,9.1,0
62.5,4.32,61.1,54.2,26.4,12.1,0
63.4,3.15,56.9,74.6,21.9,17.3,0
48.4,2.26,24.0,54.8,20.7,16.2,0
84.4,1.66,43.8,68.6,18.1,14.6,0
106.2,1.43,64.2,55.8,31.4,10.6,0
32.1,4.92,33.4,80.0,29.0,10.7,0
75.3,0.0,26.8,64.4,20.2,12.7,0
15.5,2.37,66.6,71.9,24.3,11.2,0
51.1,2.63,50.8,56.5,30.3,18.5,0
42.6,0.0,72.1,59.5,26.9,22.1,0
86.1,4.46,44.6,64.5,27.6,16.0,0
34.3,2.82,53.8,67.3,29.0,9.3,0
110.0,3.6,45.7,46.5,22.3,18.9,0
40.7,3.62,55.2,82.3,26.8,17.2,0
15.8,3.87,89.5,70.7,26.1,13.5,0
10.5,3.71,74.6,43.1,19.9,18.1,0
80.6,3.71,71.6,58.3,27.2,19.9,0
14.1,3.09,30.1,28.2,22.5,23.9,0
68.8,3.98,43.3,49.4,24.4,9.2,0
79.6,6.59,51.9,79.8,26.1,11.5,0
26.3,1.22,41.6,67.0,30.1,16.0,0
59.6,3.27,65.5,47.0,25.1,14.5,0
134.8,3.76,63.3,70.1,26.9,19.3,0
43.3,0.19,22.3,53.8,26.7,7.4,0
11.7,5.34,46.8,43.5,19.1,17.6,0
30.0,3.48,21.7,72.4,20.0,16.9,0
146.2,2.97,31.2,52.9,25.8,13.8,0
84.0,1.96,62.4,56.1,33.9,14.1,0
17.7,3.77,69.6,60.2,26.9,26.7,0
104.4,0.82,7.7,75.4,27.9,12.6,0
108.4,5.1,52.7,77.2,30.2,9.3,0
34.6,4.07,71.3,61.8,22.6,13.0,0
15.3,2.32,15.8,61.2,37.0,17.1,0
98.2,4.66,48.8,66.9,31.4,21.7,0
158.9,0.0,9.7,48.7,27.0,18.3,0
26.9,0.99,49.9,64.8,23.1,17.9,0
80.6,2.59,76.6,62.4,19.5,11.5,0
27.5,2.66,55.6,48.2,27.4,17.8,0
26.5,3.18,40.8,60.2,33.0,15.5,0
59.8,2.82,71.2,78.4,31.7,21.2,0
24.0,4.38,32.3,48.9,34.7,16.0,0
47.3,0.32,81.0,75.9,12.5,19.8,0
110.7,0.0,53.4,51.0,28.1,21.2,0
12.6,0.41,41.6,61.5,26.5,21.2,0
88.0,0.56,57.3,70.6,27.2,13.6,0
56.4,2.57,58.7,51.7,28.8,17.7,0
67.4,2.31,75.1,59.0,26.8,11.9,0
52.6,3.0,61.1,73.9,30.0,13.9,0
121.1,3.07,67.9,70.6,27.5,3.3,0
64.7,2.94,48.1,74.1,26.6,18.7,0
37.0,0.22,40.7,72.6,25.9,18.3,0
56.6,2.21,49.2,73.5,26.1,15.6,0
35.4,1.77,67.2,69.0,18.3,17.2,0
28.1,4.38,60.5,64.6,26.0,8.5,0
103.6,3.07,35.8,92.4,27.4,12.5,0
35.6,5.34,28.5,86.2,28.2,11.0,0
9.8,1.06,63.2,99.8,22.7,6.3,0
67.9,2.1,85.0,62.8,26.6,21.8,0
37.2,3.92,48.9,63.1,26.7,19.6,0
136.8,1.8,69.8,43.2,27.1,13.0,0
76.0,3.11,26.2,38.6,22.5,15.8,0
132.3,1.64,68.0,59.8,12.8,20.3,0
86.6,4.3,46.2,89.0,26.1,14.9,0
105.5,0.44,62.6,79.7,23.7,20.3,0
65.3,5.42,94.9,59.9,22.2,9.6,0
90.6,3.71,65.2,71.6,25.7,13.6,0
24.9,3.3,33.3,49.7,20.7,14.1,0
86.3,3.14,27.6,74.1,32.7,11.0,0
15.0,1.51,14.7,66.3,17.4,20.9,0
47.4,3.62,50.4,84.6,23.8,11.1,0
31.1,1.78,33.2,66.1,23.6,10.9,0
60.0,0.0,14.9,16.4,18.8,6.0,0
34.9,2.7,74.1,62.3,18.1,15.5,0
15.5,1.44,53.3,62.5,27.1,15.1,0
14.2,2.78,56.9,63.5,36.3,7.4,0
16.9,2.53,30.3,36.3,19.1,21.7,0
61.2,0.43,67.7,97.2,10.7,9.7,0
62.9,4.96,42.9,66.9,17.4,18.8,0
34.8,1.56,31.8,62.1,21.9,15.2,0
69.5,4.16,58.3,57.2,23.3,15.8,0
43.9,1.49,40.8,56.7,25.4,23.0,0
66.0,2.57,78.6,43.2,28.8,21.5,0
49.7,2.98,54.2,82.9,20.8,17.3,0
88.6,0.0,8.3,65.5,19.1,19.4,0
24.5,1.62,60.8,66.6,32.8,18.9,0
8.0,2.94,100.0,82.0,28.7,14.2,0
44.2,2.63,32.1,58.2,19.6,12.1,0
53.7,2.6,18.6,85.2,27.4,5.6,0
19.9,3.91,87.9,58.4,26.3,11.6,0
23.2,1.33,34.2,53.6,29.4,14.8,0
74.6,2.65,52.8,60.2,26.6,4.3,0
75.9,0.5,23.5,63.2,29.9,10.8,0
42.8,1.78,34.7,82.7,21.1,12.4,0
11.0,4.38,42.9,69.4,24.1,13.1,0
72.5,2.56,56.0,70.8,20.3,26.1,0
53.2,1.83,31.1,46.8,22.0,25.0,0
31.6,1.31,52.8,67.8,24.5,20.0,0
95.1,0.46,29.8,40.9,27.3,23.3,0
